Heading,Description,Date_Source
Delhi weather update: Heavy rains lash national capital; more downpour on forecast over weekend,"Delhi weather update: Isolated/scattered heavy falls & thunderstorms/lightning are very likely over Uttarakhand and Uttar Pradesh during the 07th-11th; Haryana on 08th & 09th; East Rajasthan during 07th-09th and West Madhya Pradesh during 07th-10th, the IMD said.","India TV News Desk | October 08, 2022 8:09 IST"
Auction of PM mementos 2022 extended till October 12,"PM mementos auction 2022: This year, the e-auction of gifts and souvenirs presented to Prime Minister Narendra Modi began on his birthday on September 17.","India TV News Desk | October 08, 2022 7:33 IST"
"Nashik: 12 dead after bus hits container, catches fire; PM Modi, CM Shinde announce ex-gratia","Nashik: The exact number of casualties in the incident was yet not confirmed, police said, adding a confirmation from doctors was awaited.","India TV News Desk | October 08, 2022 12:50 IST"
President Droupadi Murmu on 2-day visit to Chandigarh from today,"The president will grace the 90th anniversary of Indian Air Force at Sukhna Lake, Chandigarh on October 8.","India TV News Desk | October 08, 2022 6:58 IST"
"Breaking News, October 8","IndiaTV News provides you all the breaking news, latest news, breaking story videos, Live TV on a single platform to ensure you don't miss the biggest happenings in India and the world.","India TV News Desk | October 10, 2022 0:02 IST"
Come up with long-term plan to protect Assam from flood: Amit Shah tells Assam govt,"If the state is to develop further and attract significant private investment, protection from deluge, a perennial problem of the state, is a key requirement, Shah said while chairing a meeting here to look into ways to make Assam flood free.","India TV News Desk | October 08, 2022 0:29 IST"
Punjab boy cycles to Delhi to meet favourite YouTuber; here's what happened next,"Punjab news: The 13-year-old fan allegedly left home with excitement over meeting the YouTuber and cycled his way from Patiala, Punjab, to Pitam Pura, New Delhi.","India TV News Desk | October 08, 2022 0:28 IST"
"IGL hikes price of PNG in Delhi, Noida, Ghaziabad and other cities. Check new rates","PNG price hiked: For Ghaziabad, Noida and Greater Noida, the PNG price has hiked to Rs 53.46 per SCM, while in Gurugram, it'll cost Rs 51.79 per SCM.","India TV News Desk | October 08, 2022 6:37 IST"
RSS-affiliate awards 'Sewa Ratna' to Ratan Tata,"Twenty-four other dignitaries and institutions were also awarded for their selfless social service at a function here attended by Uttarakhand Governor Lt Gen Gurmit Singh (retired), it said in a statement.","India TV News Desk | October 07, 2022 23:29 IST"
"Aaj Ki Baat: Full episode, October 7, 2022","Hello and welcome to Aaj Ki Baat With Rajat Sharma, the only news show with real facts and no noise.","India TV News Desk | October 07, 2022 23:25 IST"
"Concepts like 'Varna', 'Jaati' should be completely discarded, says RSS chief Mohan Bhagwat","Citing the book that was released, ""Vajrasuchi Tunk"" written by Dr Madan Kulkarni and Dr Renuka Bokare, the RSS chief said social equality was a part of the Indian tradition, but it was forgotten and this led to damaging consequences.","India TV News Desk | October 08, 2022 0:35 IST"
India conveys objections to US over visit by American envoy to PoK,"Our objection to the visit and meetings in Pakistan-Occupied Jammu and Kashmir by the US ambassador to Pakistan has been conveyed to the US side, MEA spokesperson Arindam Bagchi said at a media briefing.","India TV News Desk | October 07, 2022 21:59 IST"
"CBI files charge sheet against Lalu Prasad Yadav, Rabri Devi, 14 others in land for jobs scam","The Central Bureau of Investigation (CBI) on Friday filed chargesheet against Lalu Prasad Yadav, Rabri Devi and 14 others in land for jobs scam, officials said.","India TV News Desk | October 08, 2022 0:34 IST"
"US asks citizens to exercise ""increased caution"" while travelling to India","In a new travel advisory issued on Friday, the US State Department reduced the India Travel Advisory Level to 2 on a scale of one to 4 with the latter being the highest.","India TV News Desk | October 08, 2022 0:33 IST"
ED attaches Rs 1.54 crore worth assets in money laundering case against Amnesty India,"Enforcement Directorate, whose case stems from a CBI FIR against Amnesty India, issued a statement saying the Amnesty International India Foundation Trust (AIIFT) was granted permission under the FCRA, 2010 during 2011-12 for receiving foreign contributions from the Amnesty International UK.","India TV News Desk | October 07, 2022 20:08 IST"
Chhattisgarh: Official suspended after Ravana effigy remains half-burnt on Dussehra,"Chhattisgarh: After the Dussehra celebration, the Dhamtari Municipal Corporation (DMC) ordered the suspension of clerk Rajendra Yadav for his alleged negligence in making the effigy of Ravana.","India TV News Desk | October 07, 2022 18:55 IST"
Slain journalist Gauri Lankesh's kin join Rahul Gandhi in his Bharat Jodo Yatra in Karnataka | WATCH,Rahul Gandhi said the Bharat Jodo Yatra is the voice of people like Lankesh and that can never be silenced.,"India TV News Desk | October 07, 2022 18:51 IST"
Gandhinagar-Mumbai Vande Bharat Express hits cow in second such incident in two days,"The Gandhinagar-Mumbai Vande Bharat Express hit a cow near Anand station in Gujarat, resulting in minor damage to the train's nose panel. A day before, the newly-launched semi-high speed train had hit four buffaloes and its nose cone had to be replaced.","India TV News Desk | October 07, 2022 19:02 IST"
"Massive fire at Noida sector 3 plastic factory, thick black smoke covers area | Video",Around 18 persons who were trapped inside have been safely rescued. Firefighters are at the spot and efforts are on to douse the flames.,"India TV News Desk | October 08, 2022 0:31 IST"
OPINION | Adipurush teaser: Do not hastily jump to conclusions,"Maharashtra BJP leader Ram Kadam threatened that his supporters would not allow the movie to be shown in Mumbai theatres. A local Vishwa Hindu Parishad leader from Sambhal, Meerut warned that the movie would not be allowed to be screened in theatres as it has “ridiculed Hindu society”.","India TV News Desk | October 07, 2022 18:01 IST"
"Who will get Shiv Sena party symbol? Shinde camp stakes claim, Team Uddhav asked to reply soon",Eknath Shinde faction of Shiv Sena met the Election Commission on Friday to stake claim for the party's 'bow and arrow' poll symbol ahead of the Andheri East assembly bypoll in Maharashtra.,"India TV News Desk | October 07, 2022 17:43 IST"
"Delhi: Row over AAP minister's oath at mass 'religious conversion' event, BJP demands action | Video",A video clip has also went viral showing Gautam's presence at a public mass religious conversion event.,"India TV News Desk | October 08, 2022 0:30 IST"
"Madhya Pradesh: 2 army personnel killed, 1 injured in tank barrel burst",Madhya Pradesh: Indian army personnel were killed during a military exercise in Babina. Army officials said that the incident occurred when the barrel of a tank burst during a military training exercise.,"India TV News Desk | October 07, 2022 15:58 IST"
RPSC Grade 1 admit card 2022 likely be released tomorrow at rpsc.rajasthan.gov.in - check details,"Rajasthan Public Service Commission is scheduled to conduct the RPSC Grade 1 exams from October 11, which will conclude on October 21.","India TV News Desk | October 07, 2022 15:05 IST"
Centre sets up 9-member taskforce for monitoring cheetahs in Kuno National Park,"Cheetahs in Kuno National Park: Earlier on September 25, Prime Minister Narendra Modi said that based on the recommendation of the task force set up to observe cheetahs in Madhya Pradesh's Kuno National Park, it will be decided when people will be able to see the animals.","India TV News Desk | October 07, 2022 14:11 IST"
'How can you allow this': Owaisi slams CM Bommai as mob enters Karnataka mosque,"Karnataka mosque issue: Reacting to the incident, AIMIM chief Asaduddin Owaisi tweeted that ""extremists"" attempted to desecrate the heritage monument.","India TV News Desk | October 07, 2022 13:32 IST"
Vande Bharat gets a 'nosejob' hours after collision with buffaloes; FIR against owners of cattle,"Vande Bharat Express accident: RPF inspector Pradeep Sharma posted at Vatva railway station said the FIR was filed under section 147 of the Railways Act, 1989, which deals with unauthorised entry into any part of a railway and misuse of its property.","India TV News Desk | October 07, 2022 13:26 IST"
Uttarakhand avalanche update: Death toll goes up to 26 as more bodies of mountaineers recovered,"Uttarakhand avalanche update: On Tuesday, about 41 trainees and instructors of the Nehru Institute of Mountaineering were hit by an avalanche.","India TV News Desk | October 07, 2022 16:10 IST"
National Herald case: Karnataka Congress president Shivakumar appears before ED in Delhi,"National Herald Case: Shivakumar, 60, told reporters before stepping into the ED office at A P J Abdul Kalam Road that he was a ""law-abiding citizen"" and hence he was deposed before the federal agency despite not knowing why was he exactly called.","India TV News Desk | October 07, 2022 12:23 IST"
Amit Shah inaugurated Dairy conclave during his three-day visit to the northeast,"According to Shah's itinerary for October 7, as posted on the microblogging site by his office, the home minister unveiled a statue of Sardar Vallabhbhai Patel at Rajbhavan in Gangtok.","India TV News Desk | October 07, 2022 15:13 IST"
"Jharkhand: Yet again in Dumka, girl set ablaze for refusing marriage proposal",Girl set ablaze in Dumka: This is the second such attack in around one month in Dumka in which a man attacked a woman just because she refused the marriage proposal.,"India TV News Desk | October 07, 2022 12:28 IST"
